LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,MEAN_TEMPERATURE_VANCOUVER,MEAN_TEMPERATURE_WINNIPEG,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_CALGARY,TOTAL_PRECIPITATION_VANCOUVER,TOTAL_PRECIPITATION_WINNIPEG,TOTAL_PRECIPITATION_TORONTO
6/6/1976,5.9,13.1,23.1,17.8,0,0,27.2,0.5
6/7/1976,10.3,13.9,17.8,20.9,0,0,1,0
6/8/1976,14.5,14.5,17.5,22.5,1.5,0,3.6,0
6/9/1976,14.5,12.8,19.2,21.4,1.3,2.3,22.1,0
6/10/1976,14.7,14.5,22.3,23.7,0,1,0,0
6/11/1976,12.8,11.1,21.1,21.1,0,5.1,3.6,0
6/12/1976,11.7,11.1,20,13.4,0,0.5,24.6,0
6/13/1976,6.2,12,15.6,16.1,8.9,0,10.7,21.3
6/14/1976,11.2,13.3,13.6,22.5,0,2.5,1.5,0
6/15/1976,14.5,12.8,8.6,24.2,2.3,37.3,0,0
6/16/1976,9.2,15.9,11.4,18.9,23.1,0.5,24.9,1.8
6/17/1976,10.3,16.4,11.7,14.7,0,0,2.3,0
6/18/1976,15.9,17.5,13.4,15.3,0,0,0,0
6/19/1976,18.4,16.4,18.4,17.5,0,0.3,0,19.3
6/20/1976,12.5,14.2,21.7,16.4,0,0,0,0
6/21/1976,10.9,14.7,17.8,18.1,4.1,1.3,1.5,0.3
6/22/1976,9.2,15,16.1,21.1,4.8,0,0,0
6/23/1976,10.9,13.9,23.9,22,0,0.5,0,0
6/24/1976,10.6,13.4,19.2,21.4,1.8,0,14,10.4
6/25/1976,8.6,13.4,16.1,21.2,7.4,0,28.7,1.3
6/26/1976,9.5,14.2,15.6,20.9,0.8,0,3.8,8.4
6/27/1976,12.8,14.7,17.3,21.1,1,0,0,0
6/28/1976,13.7,17.8,15,20,0,0,7.4,5.3
6/29/1976,17,15.6,16.1,19.2,0,3.8,0,0
6/30/1976,18.9,15.9,17.5,17.5,0,0,0,13.7
7/1/1976,17.8,15,18.4,17.8,0,0.3,0,6.6
7/2/1976,13.6,15,20,16.4,0,0,0,5.6
7/3/1976,14.7,15.8,19.8,17,0,4.6,0,1.5
7/4/1976,17.2,16.7,21.4,17.8,0,1.3,0,0
7/5/1976,15.3,18.1,24.5,21.9,0,0,0,0
7/6/1976,17,18.7,21.4,23.1,0,0,0,0
7/7/1976,18.9,18.1,21.1,19.7,0,3.6,0,7.1
7/8/1976,20,17,22.3,18.1,0,4.6,0.8,0
7/9/1976,16.7,15.9,25.3,17.2,0,4.1,0,0
7/10/1976,15.3,15.9,18.6,18.1,0,0,0,6.6
7/11/1976,19.2,17.8,15.6,24.5,0,0,0,0
7/12/1976,15,15.3,17.2,15.3,3.8,0,2,1.8
7/13/1976,14.7,17,22.8,15.9,10.2,0,0,0
7/14/1976,11.1,16.4,21.1,15.9,3.8,0,0,0
7/15/1976,16.1,17.5,13.1,18.4,0,0,1.8,0
7/16/1976,19.2,18.1,16.7,18.4,0,0,0,7.6
7/17/1976,20,16.2,20,16.4,0,0,0,1
7/18/1976,18.1,15.6,23.1,19.2,11.4,0,0,0
7/19/1976,16.2,18.1,21.7,22.2,1.3,0,3.6,0
7/20/1976,19.7,17.5,17.5,20.8,0,2.8,0,10.7
7/21/1976,17.8,15,18.7,19.4,0,0.3,0,0
7/22/1976,16.4,15,23.3,17.8,0,0.8,0,0
7/23/1976,20.3,19.2,18.4,18.6,0,0,0,1
7/24/1976,20.3,18.3,17.8,16.1,0,0,0,0
7/25/1976,18.6,18.6,22,15.3,0,0,1.3,0
7/26/1976,18.1,16.4,20.8,19.5,6.9,0,0,0
7/27/1976,13.1,15.3,21.2,22.5,10.7,0,1.3,0.3
7/28/1976,16.2,16.1,17.8,18.6,2.3,0,0,0
7/29/1976,10.3,17,18.1,18.4,14.5,1,24.6,20.3
7/30/1976,13.4,18.4,15.3,19.4,3,0,1.5,0
7/31/1976,15.6,18.1,15.6,16.7,1.8,0,0,11.7
8/1/1976,17,16.1,16.7,17,0,0,0,0
8/2/1976,20.3,19.7,18.1,14.2,0,0,0,0
8/3/1976,20,15.6,21.1,16.4,1.3,0,0,0
8/4/1976,16.4,17,18.3,18.7,17.5,0,0,0
8/5/1976,17,16.4,13.9,20,7.6,0,0,0.5
8/6/1976,18.3,18.6,17,16.1,0,0,0,0
8/7/1976,17.5,15.8,20.9,15.9,0,1.5,0,4.3
8/8/1976,15,15.6,22.3,15,18.5,1,0,6.6
8/9/1976,15,17,17,17.2,23.9,0,0.5,0.3
8/10/1976,17,18.9,22.2,19.8,0,0,1,0
8/11/1976,17.8,18.4,18.9,22.8,2.3,0,7.4,0.3
8/12/1976,18.6,16.4,16.1,22,3.3,0,0,7.9
8/13/1976,17.8,13.7,18.9,21.2,0,9.1,0,13
8/14/1976,17.2,15.9,18.6,19.2,1.8,0.3,0,4.6
8/15/1976,16.4,15.6,17.8,16.1,6.6,0,0,0
8/16/1976,13.1,14.2,19.7,16.4,5.1,16.3,0,0
8/17/1976,13.3,15.3,23.6,18.9,0,0,0,0
8/18/1976,13.1,14.2,24.2,19.5,0,0,0.5,0
8/19/1976,15,13.4,25.9,19.2,0,24.6,0.5,0
8/20/1976,13.9,16.4,25.3,21.4,0,0,14,0
8/21/1976,14.5,14.7,20.3,23.1,0,0,0,0
8/22/1976,17.5,15,18.9,22.5,0,1.5,0,0
8/23/1976,15.9,14.5,22.5,22,2.8,2,0,0
8/24/1976,18.1,16.7,27.8,18.4,0.8,0,0,0
8/25/1976,15.3,15.9,21.1,18.1,1,0.5,0,0
8/26/1976,12,13.6,21.7,19.7,0,0.3,24.9,0
8/27/1976,11.1,13.3,14.8,23.9,0,14.7,10.2,0
8/28/1976,15.3,16.1,9.5,22,0,1.3,0,20.6
8/29/1976,16.7,16.2,13.6,13.9,0,0.8,0,0
8/30/1976,15.9,17,17.5,11.1,0,0,0,0
8/31/1976,17.8,15.3,13.6,14.2,0,0,0,6.9
9/1/1976,18.6,15,10.6,13.6,0,0,0,1.5
9/2/1976,12.2,15.6,15.3,11.4,5.6,0,0,0
9/3/1976,13.4,17,14.5,14.2,0,0,0,0
9/4/1976,17.8,15,15.6,19.2,0,21.3,0,1
9/5/1976,17.3,13.9,22,12.5,0,7.6,0,0
9/6/1976,8.4,13.4,22.5,13.1,10.7,0,0,0
9/7/1976,7,13.3,19.2,18.9,3.6,0,1.5,0
9/8/1976,8.1,12.5,12.3,20.6,0,0,0,0
9/9/1976,14.7,13.3,12.8,18.4,0,0,0,5.8
9/10/1976,16.1,13.9,18.6,12.8,0,0,0,4.1
9/11/1976,9.5,13.4,17.2,13.6,0,0,0,0.3
9/12/1976,8.9,15.8,20,18.3,9.4,0,4.3,0
9/13/1976,11.1,15.9,9.2,20,0,5.6,1,0
9/14/1976,13.9,15,9.5,21.1,0,9.4,0,0
9/15/1976,13.4,14.2,14.5,19.2,0,0,0,0
9/16/1976,14.8,13.3,18.1,18.9,0,0,0,0
9/17/1976,12.3,13.1,22.5,17,0,0,0,35.3
9/18/1976,12,15.3,20.9,18.9,0,0,0,1.5
9/19/1976,12,14.8,11.7,18.9,0,0,0,0
9/20/1976,14.7,16.4,10.9,13.9,0,0,0,4.1
9/21/1976,14.5,16.7,6.2,10,0,0,0.8,1.8
9/22/1976,13.4,16.7,5.6,9.2,0,0,1,1
9/23/1976,16.1,15.9,5.6,11.4,8.1,0,0,4.1
9/24/1976,13.6,14.2,4.4,7.8,0.5,0,0,0
9/25/1976,13.4,15,5.9,11.7,0.3,0,1,0
9/26/1976,11.1,15.3,3.6,7.8,0,0,0.3,9.1
9/27/1976,12.8,15.9,5.9,10.3,0,0,0,0.3
9/28/1976,16.1,16.4,15,8.4,0,0,0,0
9/29/1976,17.8,13.6,13.4,11.4,0,0,0,0
9/30/1976,13.3,13.9,17.8,10,0,0,0,0
10/1/1976,8.6,12.8,12.5,10.6,0,0,0,0.3
10/2/1976,8.1,12.5,13.1,11.9,2.8,6.6,0,0
10/3/1976,5,11.1,19.2,14.2,2,0,1,0
10/4/1976,2.8,10.6,5,11.1,0,0,0,0
10/5/1976,1.7,11.1,0.3,13.1,0,8.4,0,0
10/6/1976,6.7,13.4,2.2,13.3,0,0.3,0,14.7
10/7/1976,13.9,10.6,1.2,8.1,0,0,0.5,0
10/8/1976,9.5,13.3,5.3,7.5,0,0,1,0
10/9/1976,11.7,14.7,6.7,4.5,0,8.4,0,9.9
10/10/1976,9.8,15,9.2,6.7,0,0.3,0,0
10/11/1976,10.9,14.7,13.1,5,0,0,0,0
10/12/1976,8.9,12.5,10,8.6,0,0,0,0
10/13/1976,11.1,9.5,6.7,12.8,0.5,0,0,0
10/14/1976,0,10.3,6.7,6.7,0,0,0,1.3
10/15/1976,-3.1,7.5,0.3,11.7,0,0,0,0
10/16/1976,-0.6,7.5,-1.4,3.9,0,0,0,0.3
10/17/1976,-1.1,7.3,-1.2,2,0,0,0,0
10/18/1976,2.2,7,-3.4,0.9,0,0,0,0
10/19/1976,4.7,7.3,1.7,2.8,0,0,0,8.9
10/20/1976,1.4,6.2,0.8,5.3,0,0,0,11.4
10/21/1976,3.3,4.5,-3.1,5,0,0,0,0.8
10/22/1976,-5.6,6.4,-3.6,3.6,9.1,0,0,4.6
10/23/1976,-6.9,8.6,-5.3,4.2,0.3,0.5,0,0
10/24/1976,-7.5,9.5,-5.6,3.9,0,12.4,0,5.1
10/25/1976,-1.2,10.6,-7.5,0.3,0.8,8.4,0,1.3
10/26/1976,3.7,10.9,-2.5,-0.3,0,0,0,0
10/27/1976,10.9,10.3,-2.3,-2.5,0,3.6,0,0
10/28/1976,6.7,11.7,8.4,0.3,0,5.3,0,0
10/29/1976,0.3,8.6,6.1,5.3,0,0,0,0
10/30/1976,0.8,6.4,1.4,5.9,0,3.6,0,1.3
10/31/1976,8.9,11.4,1.4,1.7,0,26.9,0,4.8
11/1/1976,5,7.3,8.3,0.6,0,0,0,0
11/2/1976,1.4,7.2,3.1,2.5,0,0,0,0
11/3/1976,5,8.1,-3.4,4.5,0,0,0,0
11/4/1976,10.3,7.8,-2.3,2.8,0,0,0,1.3
11/5/1976,2.5,7.8,2.5,0.8,0.3,0.8,0,0.3
11/6/1976,-1.4,7.5,-7.3,3.7,0,0,0,0
11/7/1976,6.7,7.8,-10.6,0.6,0,4.8,0,0
11/8/1976,5.8,9.8,0.3,-4.5,0,0.3,0,0
11/9/1976,2,9.2,-1.4,-2.3,0,0.3,0,0.5
11/10/1976,-3.1,6.1,-8.9,0.3,0,0,0,0.3
11/11/1976,-3.9,7.5,-10,-2.8,0,0,0,0
11/12/1976,-1.4,5.3,-5.9,-1.2,0,0,0,0
11/13/1976,0.3,4.7,-2,1.7,0,0,0,0.3
11/14/1976,0.9,6.4,-3.6,-1.1,0,4.1,0,0
11/15/1976,0.8,7.2,-2.5,-0.9,0,0.8,0,0
11/16/1976,4.7,11.4,-0.9,1.1,0,12.7,0,0
11/17/1976,7,8.9,0.9,1.4,0,4.3,0,0
11/18/1976,0.6,5.6,3.1,3.9,0,1,0,0
11/19/1976,0.3,6.1,-4.2,3.6,0,1,0,0
11/20/1976,-5.8,3.9,-4.5,-2,0,0,0,0.5
11/21/1976,-8.3,7.2,-5,-3.1,0,1.5,0,0
11/22/1976,-2,5.8,-9.8,-0.6,0,0,0,0.8
11/23/1976,4.5,5.6,-9.5,-0.6,0,0.3,0,0.3
11/24/1976,-2,7,-2.3,-1.9,6.1,16.5,0,0
11/25/1976,-7.5,4.5,-2.3,0,1.5,0,0.8,1
11/26/1976,-13.1,2,-16.4,6.4,0,0,0,3.8
11/27/1976,-8.1,1.7,-21.4,8.6,4.1,0,0,2.3
11/28/1976,-1.7,0.6,-17.8,-1.4,9.1,0,0,0.5
11/29/1976,0.3,0.6,-21.1,-7.8,0,0,0,0
11/30/1976,-1.2,0.9,-19.5,-8.1,0,0,0,0
12/1/1976,4.2,1.1,-24.5,-7.5,0,0,0,1
12/2/1976,1.7,2.5,-25.3,-11.1,0,0,1.5,0
12/3/1976,-7.5,3.7,-14.8,-13.9,0,0,0.8,1.5
12/4/1976,-12,2.8,-14.2,-6.7,0,0,0.3,2.5
12/5/1976,-13.1,3.4,-18.6,-7.8,0.5,0,0.8,0
12/6/1976,-6.4,4.8,-27,-4.5,0,13.2,0,4.1
12/7/1976,-13.1,8.1,-26.4,-9.2,0,23.9,0,0.8
12/8/1976,-16.1,8.4,-29.2,-15,0,9.4,0,0
12/9/1976,-15.3,5,-21.7,-10.3,0,0,4.8,0.8
12/10/1976,-2.5,7.2,-21.4,0.3,0,0,0,0
12/11/1976,-2,8.3,-14.7,-5.3,2.5,5.8,3.8,0
12/12/1976,-1.7,5,-25.9,-5.3,0,0.8,0.3,0.5
12/13/1976,2.5,6.7,-12,-13.1,0,0.5,0,0
12/14/1976,2,8.9,-5.8,-3.9,0,1.8,0,0
12/15/1976,2.5,10,-7.8,0,0,6.4,0.3,0
12/16/1976,5.3,10.8,-3.6,-2,0,0,0,0
12/17/1976,3.1,9.2,-5.9,0.3,0,3.8,0,1.5
12/18/1976,-5,5.6,-5,-4.2,3,0,0,0
12/19/1976,-9.7,3.6,-16.4,-1.4,0,0,0,1
12/20/1976,-4.2,3.1,-21.7,-3.6,0,2,0,10.9
12/21/1976,-2.5,5.6,-14.8,-11.4,0,2.3,0.8,0
12/22/1976,-4.5,7.2,-17.2,-6.4,0,1,0,0
12/23/1976,-0.9,5.3,-16.7,-5.6,0,3.3,0,0.3
12/24/1976,-3.1,3.1,-14.7,-8.6,0,0.5,0,0
12/25/1976,1.4,5.6,-18.3,-3.4,0,13,0,2.5
12/26/1976,4.8,8.9,-20.6,-7,0,14.5,2,0.3
12/27/1976,-5.6,5.3,-22.8,-13.6,3,0,1.5,3.3
12/28/1976,-5,2.3,-27,-10,0,0,0.3,4.6
12/29/1976,-6.7,5.6,-26.1,-12.2,0,0,0.5,0
12/30/1976,-9.2,3.1,-27.3,-15.9,0,0,0.5,0
12/31/1976,-9.5,0.6,-25.9,-15,1.8,0,0,0.5
1/1/1977,-17.4,0.8,-17.3,-10.2,1.8,0,0,2
1/2/1977,-17.7,1.4,-19,-5.7,0.3,7.4,0,0
1/3/1977,-13.1,0.3,-19.2,-6.5,1.9,0,0.3,1
1/4/1977,-17.4,-1.2,-22.4,-7.3,0,0,0,1
1/5/1977,-9.6,-0.9,-20.7,-9.2,0,0,0,0
1/6/1977,2.9,-1.5,-22.6,-9.5,0,0,0,0.2
1/7/1977,-6.6,-0.3,-27.9,-10.5,3.6,0,0,0.6
1/8/1977,-11.8,-0.5,-28.9,-12.8,0.3,0,0,0.4
1/9/1977,-12.2,-0.3,-29.2,-15.5,2.3,0,0,0.2
1/10/1977,-11.9,1.2,-31.4,-13.7,0.8,0,0,18.2
1/11/1977,-13.1,1.7,-27.7,-14.1,0,8.6,0.3,0
1/12/1977,-10.5,1.3,-28.9,-14,0.5,1.1,0,0
1/13/1977,-9.5,3.1,-25,-14.2,0,8.7,1.8,3.3
1/14/1977,-21.3,4.8,-28.2,-7.9,2.4,5.3,0.7,2.4
1/15/1977,-21.2,6.5,-31.7,-11.9,0,7.8,0,0
1/16/1977,-7.6,7.6,-30.3,-18.6,0,16.2,0,0
1/17/1977,0.8,10.2,-28.7,-18.7,0,9.7,0,0.3
1/18/1977,3.3,8.8,-17,-20.3,2.5,16.1,0,0
1/19/1977,0.2,5.8,-8.3,-8.3,0,0,5.5,0
1/20/1977,0.4,3.6,-13.2,-6.2,0,0,0,0
1/21/1977,-0.5,5,-12.2,-9.7,0,0,0,0
1/22/1977,-3,1.8,-6.4,-14.8,0,0,1.5,0
1/23/1977,-4.1,0.7,-4,-12.4,0,0,0.9,0
1/24/1977,-4.9,0.1,-7.9,-5,0,0,0,0.5
1/25/1977,-2.5,2.1,-12.6,-5.2,0,0,0.5,0.4
1/26/1977,-0.8,-0.3,-24.6,-6.9,0,0,0,0.2
1/27/1977,-8.4,-0.4,-26.1,-14.2,3.1,0,0.6,0.2
1/28/1977,-11.4,1.5,-24.9,-12.9,2,0,0.2,6
1/29/1977,-11,1.6,-17.6,-18.4,1,0,0.2,0
1/30/1977,-8.4,1.3,-19.2,-15.9,0,0,0,0
1/31/1977,-3,4.8,-17.3,-12,0,6,0,0
2/1/1977,-1.9,5.6,-16.2,-7.6,0,0.2,0.7,0.2
2/2/1977,-0.5,3.7,-10.1,-6.1,0,0,0.8,0.2
2/3/1977,2.5,4,-11.9,-3.9,0,0,1.6,0
2/4/1977,-1.8,6.4,-19.9,-6.8,0,1,0.3,0.2
2/5/1977,2.2,5.5,-23.3,-14.8,0,0,0,0
2/6/1977,1.7,9,-25,-17.4,0,0.6,0,0
2/7/1977,4.5,7.2,-11.1,-11.7,0,0,0,0
2/8/1977,6.3,7.6,-4.7,-13.1,0,0,0,0
2/9/1977,5.6,7,-5.4,-5.1,0,0.8,0,0
2/10/1977,4.7,9.9,-5.2,-4.2,0,11.4,0.5,1.8
2/11/1977,0.9,7.7,-0.5,-1,0,3.3,0,0
2/12/1977,2.8,9.2,-2.7,2.7,0,20.6,0.4,8.4
2/13/1977,3.3,5.7,-12.1,-0.8,0,0,0,2.4
2/14/1977,-0.6,4.9,-19.6,-4.6,0,0,0,0
2/15/1977,5.7,6.1,-20.6,-11,0,0,0,0
2/16/1977,4.6,8.7,-5.8,-13.2,0,1,2,0
2/17/1977,1.5,8.6,-11,-9.7,0,7.6,0,0
2/18/1977,0.2,8.5,-15.4,-5.4,0.2,0.5,0.8,0
2/19/1977,3.3,7.8,-13.3,-4.8,0,0,0,0
2/20/1977,6.1,9.5,-16.3,-6.9,0,3.2,0,0
2/21/1977,7,8.7,-7.6,-10.5,0,0,0,0
2/22/1977,3.5,6.7,-5.8,-2.5,0,1.6,0,0
2/23/1977,0.9,4.2,-7.5,-4.5,0,0,0,1.9
2/24/1977,-0.6,3.1,-6.3,0.2,0,0,11.5,6.3
2/25/1977,-3.2,4.7,-7.7,-0.3,0,5,2.3,0.6
2/26/1977,-0.6,3.5,-11,-1,0,1.4,0,1.4
2/27/1977,-0.9,7,-15.2,0.1,0,2.5,0,2.7
2/28/1977,-1.4,7.9,-15,-4.5,0,18.4,0,0.2
3/1/1977,-1,6,-9.3,-5.9,0,0,0,0
3/2/1977,-3.4,3.2,-13.5,-2.9,0.3,18,0,0
3/3/1977,-4,6.3,-12.8,-2.2,0,2.6,0,0
3/4/1977,-1.6,5.5,-11.7,2.8,0,3.5,0,14.9
3/5/1977,1.9,8.2,-10.5,2.3,0,1.6,0,0
3/6/1977,4.7,5.9,-8.7,0.8,0,6.5,0,0
3/7/1977,5.7,7.5,-4.2,-0.2,0,9.9,0,0
3/8/1977,3.3,6.6,1.3,1.4,0.6,9.1,0,0
3/9/1977,2.2,7.4,3.6,8.7,0,3.7,0,0
3/10/1977,2.3,6.1,1.7,8.9,0,0,0,0
3/11/1977,-0.1,7.6,-0.1,7.6,0,2,1,0
3/12/1977,5,5.5,-2.2,7.4,0,0.2,3.6,14.5
3/13/1977,-0.8,2.9,1.7,9.1,0,0,0.7,11
3/14/1977,-6.1,3.6,4.5,6.6,0,4.3,0,0
3/15/1977,-6,5,-1.5,4.9,0,1.2,0,0
3/16/1977,-3.1,2.9,-4.3,2.3,0,0,0,0
3/17/1977,-4.7,3.7,-0.3,0.1,0.4,0,0,0
3/18/1977,-4.3,5.6,0.4,-4.4,3,0,0.3,6
3/19/1977,-8.8,5.8,-3.7,-4.2,0.5,0,0,0
3/20/1977,-6.1,4.7,-9.3,-3.2,0,6.3,0.8,5.7
3/21/1977,0.1,8,-3.1,-0.1,0,0.6,0,0
3/22/1977,-5.9,9.7,-11.9,-1.4,1.2,1.3,0,3.2
3/23/1977,-1.6,7.1,-11,-1,0,5.6,0,0
3/24/1977,-2,6.3,-0.7,-6.7,0,0,0,0
3/25/1977,-1.5,6.7,1.1,-3.3,0,0.7,1.5,0
3/26/1977,3.6,6.4,2.4,0.6,0,2.9,2,0
3/27/1977,0.1,6.7,5.9,2.6,0.4,0,0,0
3/28/1977,-4.9,4.4,8.5,5.6,0,0,0,8.9
3/29/1977,-5.3,5.1,2,13.5,0,0,0,1.7
3/30/1977,-1.5,5.9,-0.9,13.7,0,0,0,5.2
3/31/1977,-0.4,9.1,-0.1,3.7,0,0,0,0.8
4/1/1977,-1.9,7.8,2.5,0.2,0.2,0,0,0
4/2/1977,-6.9,6.9,-1.9,7.1,1.4,0,0,11.2
4/3/1977,3.5,9.2,-3.3,5.5,1,0,0,0
4/4/1977,9.8,7.7,-3.5,-0.7,0.8,0,0,3.8
4/5/1977,9.6,8.8,-6.1,2.3,0,0,0.5,7.1
4/6/1977,13.3,12,-0.1,-2.5,0,0,0,0
4/7/1977,12.6,13.6,-1.5,-2.1,0,0,0,0.4
4/8/1977,12.8,9.9,4.3,-5.5,0,10.8,0,0
4/9/1977,9.5,9.2,15,-0.7,0,3.4,0,0
4/10/1977,5.9,6.5,10.6,5,0,9.4,0,0
4/11/1977,4.1,7.2,8.3,13.2,0,0,0,0
4/12/1977,6.4,8.4,8,18.5,0,2.1,0,0
4/13/1977,8.7,7.7,7.3,15.4,0,0.4,0,0
4/14/1977,5.8,6.9,11.4,7.4,0,0,0,0
4/15/1977,5.6,7.2,14,8.1,0,14.8,0,0
4/16/1977,8.4,8.4,12.9,9.3,0.6,0,0,0
4/17/1977,3.6,6.1,18.8,9.4,1.6,0,3.6,0
4/18/1977,0.8,7.6,8,10.6,0,0.3,0,0
4/19/1977,-0.2,6.8,4.3,14.5,0,0,0,0
4/20/1977,0.4,6.6,8.7,14.5,0,0,0,0
4/21/1977,1.9,9.8,6.6,16.5,0,3.8,0,6.5
4/22/1977,8.3,13.1,7.1,14,0,1.1,0.3,17.2
4/23/1977,11.2,14.1,6.4,8.7,0,0,0,22.8
4/24/1977,14.7,13.3,4,7.9,0,0,0,1.3
4/25/1977,16.2,14.3,13.3,6.5,0,3.7,0,0
4/26/1977,14.9,12.3,15.5,8,0,6.5,0,0
4/27/1977,9.9,10.4,6.6,9.8,0,0,0,0
4/28/1977,10.4,10.8,9.5,3.9,0,0,0.5,0
4/29/1977,12.2,14.2,14.4,5.4,0,0,0.3,0
4/30/1977,6.5,11.6,20.3,10.8,0,0,0,0
5/1/1977,9.7,13.1,6.4,14,0,0,0,0
5/2/1977,13.7,12.4,9.8,10.7,0,6.6,0,3.2
5/3/1977,11.7,12.2,16.8,6.8,0,3,4.2,0
5/4/1977,9,9.8,16.7,7.2,3.9,0,50.8,0.5
5/5/1977,3.9,9.4,8.3,10.2,17.1,0.6,14.8,0.2
5/6/1977,6.2,10.3,5.3,15.9,3.4,0,0.4,0
5/7/1977,11.5,11.9,8.6,6.2,0,0,0,0
5/8/1977,13.5,13.4,16.2,7.2,0,0.9,0,0
5/9/1977,15.5,11.8,19.4,6.2,0,0,0,0
5/10/1977,12.2,11.3,23.1,8.9,1,1,0,0
5/11/1977,11.6,10.5,21.9,12.4,11.5,5,0,0
5/12/1977,10.9,9.4,23.8,14.8,0,0,0,0
5/13/1977,9.7,10.2,23.7,10.5,0,8.1,0.4,0.4
5/14/1977,9.8,8.8,23.7,10.7,0,0.3,9.6,0
5/15/1977,5.3,9.9,22.8,11.5,14.2,0,0.9,0
5/16/1977,4.7,10.3,17.3,14.8,1,0,0,0
5/17/1977,3.9,12.6,16.2,24.2,0,0,0,0
5/18/1977,2.7,13,17,21.5,5.5,0,29.6,1.6
5/19/1977,8.1,12.6,18.7,20.1,0,0,1,0
5/20/1977,12.1,13.2,16.8,19.6,0,4.4,0,0.2
5/21/1977,12.4,13.2,17,20.5,0.2,0.2,0,0
5/22/1977,10.3,11.6,15.9,20.5,0,0,1.6,0
5/23/1977,9.1,10.9,18.2,20.2,2.1,1.8,0.6,6.3
5/24/1977,12.8,12.2,21.3,21,1.8,0.8,0,14.3
5/25/1977,11.8,12.7,26,17.8,0,0.9,0,0
5/26/1977,11.5,10,23.3,16.1,0,6.5,37.1,0
5/27/1977,9.5,8.9,21.7,18.5,14,0.6,0.2,0
5/28/1977,5,11,19.9,20,9.2,0,21,1.6
5/29/1977,7,11.5,18.5,11.5,12.1,0,4.7,0
5/30/1977,10.3,11.8,18.4,13.6,0,2.8,0.8,0
5/31/1977,13.3,12.4,19.1,15.2,0,28.8,0,0
6/1/1977,19.3,13.1,12.9,18.2,0,0.8,0,7
6/2/1977,11,11.2,14.3,9.3,0,0,0,3.4
6/3/1977,9,12.3,18.9,10.8,0,2.2,1.6,0
6/4/1977,14.4,15.3,17.5,15.2,0,6,0,0
6/5/1977,14.5,15.3,14.6,17.3,0,0,3.4,0
6/6/1977,18.4,18.6,16.4,11.6,0,0,0,8
6/7/1977,22.4,17.7,18.6,9.6,0,0,0,0
6/8/1977,19.9,14.2,13.6,10.7,0.2,0,0,0
6/9/1977,14.7,13.1,16.6,11.4,0,0,0,0
6/10/1977,8.4,16.2,16,15.1,0,0,14,0
6/11/1977,11.6,15,13.4,16.8,0,0,0,0
6/12/1977,12.3,14.4,13.5,15.1,0,0,7,0
6/13/1977,13.1,15,13.9,15.9,7.2,0,15.6,0
6/14/1977,12.7,15.6,13.7,19.8,8.2,0,1,0
6/15/1977,12.1,15.4,18.8,18.9,5.4,0,1.6,0
6/16/1977,12.6,15.6,18.8,19.6,0.2,0,0,0
6/17/1977,15.3,19.1,15.5,22,0.3,0,28.5,11.1
6/18/1977,16.6,16.7,16.8,21.6,0,0,0.6,25.4
6/19/1977,19.4,15,14.8,18.5,0,0,1,0
6/20/1977,18.7,16.4,17.8,18.2,0,0.6,0,0.3
6/21/1977,18.5,15,18.8,17.6,0,6.1,0,0
6/22/1977,16.6,14.9,19.1,16.5,2.2,0,0,0
6/23/1977,15.4,16.1,21.2,16.3,0,0,0,0
6/24/1977,20.3,14.9,20.2,18.5,0,3.7,0,0
6/25/1977,17.6,13.8,21,19.2,0,0,0,33.5
6/26/1977,16.6,14.3,18.3,20.5,0.5,0,0,0
6/27/1977,12.8,15.2,16.9,21,3.3,0,2,0
6/28/1977,16.9,17.4,18.4,20.5,0,0,2,0
6/29/1977,12,15.9,16.4,16.6,1.8,0,2.2,15.1
6/30/1977,13.4,16.3,14.3,17.9,0,0,7.9,0.2
7/1/1977,19.7,16.9,16.2,19.2,0,0,0,0
7/2/1977,12.8,15.4,18.4,16.2,1,1,10.1,0
7/3/1977,13.5,13.3,20.6,16,0,3.2,0,0
7/4/1977,14.3,13.7,21.2,24.5,7.8,1.5,0,0
7/5/1977,13.8,13.9,23.3,24.7,11.1,1.8,6.2,14.7
7/6/1977,11.2,15.6,22.8,18.2,3.6,0,0,25.4
7/7/1977,12.1,16.6,19.6,16.5,0.3,0,3.6,13.5
7/8/1977,15.4,17,15.6,20.9,1.6,0,0,0.3
7/9/1977,15.1,16.3,16.6,20.2,0.6,0,0,0
7/10/1977,13.6,15.6,20.5,16.8,0.4,0,2.3,0
7/11/1977,13.2,16.1,18.9,18,1.2,10.9,4.2,0.2
7/12/1977,12.7,16.2,20,24,27.1,0,0,2.5
7/13/1977,11,16.4,17.5,21.3,0,0,41,0
7/14/1977,15,17.6,17.9,19.7,0,0,0,0
7/15/1977,16.6,17.9,18.8,26.2,0,0,0,14
7/16/1977,16.4,14,20.4,24.7,0,14.4,0,0
7/17/1977,17.3,14.9,21.3,24.1,0,0,0.5,0
7/18/1977,13.1,13.4,24.7,24.8,3.4,0,0,0
7/19/1977,10.4,15.8,19.7,25.5,2,0,0,0.6
7/20/1977,14,18.1,17.1,27.6,0,0,0,0
7/21/1977,18.8,18,18.5,21.6,0,0,0,0
7/22/1977,19.7,16.9,22.3,17.7,0,0,0,0
